S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
47,Winsome Laboratories Ltd.,Hydrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
48,Emcure Pharmaceuticals Ltd.,Qceph DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
49,Hamax Pharmaceuticals,Cefadroxina-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
50,Skymax Laboratories Pvt.Ltd.,Megadrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
51,Trident Pharmaceuticals Pvt Ltd,RDX Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
52,Om Biotec,Drosafe (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
53,Litaka Pharmaceuticals Ltd,Kefexyl DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
54,Bal Pharma Limited,Cefoxil-DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.17,1.82
55,Nicholas Piramal India Ltd.,Modcef Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.3,1.83
56,Reliance Formulation Pvt Ltd,Ridrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.33,1.83
57,Jarson Pharmaceuticals,Droxyla Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.35,1.84
58,Brussels Laboratories Pvt. Ltd.,Bidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,200 Tablet,374,1.87
59,Micro Nova Pharmaceuticals Ltd.,Bicef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.78,1.88
60,Natco Pharma Ltd,Cefdronat (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.8,1.88
61,Profic Organic Ltd.,Monodrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.83,1.88
62,Paradigm Healthcare,Cedar Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,189,1.89
63,Atoz Pharmaceuticals (Zota Healthcare Pvt Ltd),Atdrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.9,1.89
64,Zota Healthcare Pvt. Ltd.,Vadrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.9,1.89
65,Sayona (Zota Healthcare Pvt Ltd),Sayodrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.9,1.89
66,Cosme Healthcare (CFL Pharmaceuticals Ltd),Cosdrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.95,1.9
67,Alkem Laboratories Ltd,RT Cef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.97,1.9
68,Elegant Drugs Pvt. Ltd.,Efadrox KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
69,Zota Pharmaceuticals (Zota Healthcare Pvt Ltd),Zidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
70,Perk Pharmaceuticals Ltd.,Prodrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
71,Ortin Laboratories Ltd,Ardrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
72,Artel Laboratories,Efexil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
73,Plethico Pharmaceuticals,Delcef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
74,Kentreck Labs Pvt Ltd.,Cydroxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
75,Acme Skin Care Pvt Ltd,Defaxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
76,Ikon Remedies Pvt. Ltd.,Cefwin-DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
77,Deccan Healthcare Ltd.,Deccadroxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
78,Lanark Laboratories Pvt Ltd,Cefzil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,20 Tablet,38,1.9
79,Intas Pharmaceuticals Ltd.,CDR-D (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
80,K.C. Laboratories Pvt. Ltd.,Kcetrin (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
81,Mascot Lifesciences Pvt. Ltd.,Cotdrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
82,Patson Laboratories Pvt.Ltd.,Cefar-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.03,1.9
83,Aristo Pharmaceuticals Pvt Ltd.,Cefradrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.04,1.9
84,Vision Medilink,Neoxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,200 Tablet,381,1.91
85,Macleods Pharmaceuticals Pvt Ltd.,Acudrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
86,Rextar (Ranbaxy Laboratories Ltd),Kefloxin DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
87,Bergen (Alkem Laboratories Ltd),Cffoxid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
88,Cipla Limited,Cefadur DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
89,Ind-Chemie Health Specialities Pvt Ltd.,Kefzen (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
90,Zydus Cadila Healthcare Ltd,Eliminate (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
91,Medley Pharmaceuticals Ltd.,Zoxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
92,Torrent Pharmaceuticals Ltd.,Droxyl Kid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.07,1.91
93,Mapra Laboratories Pvt Ltd.,Mapradrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.08,1.91
94,Ortin Laboratories Ltd,Ardox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.2,1.92
95,Rekvina Pharmaceuticals,Cedro (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.23,1.92
96,Admac Pharma Ltd.,Adrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.25,1.93
97,Beckcem Drugs International (P) Ltd,Kodrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.26,1.93
98,Finecure Pharmaceuticals Ltd,Saydrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.3,1.93
99,Jaywin Remedies Pvt. Ltd.,Syndrox P (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,15 Tablet,29,1.93
100,Intra Labs India Pvt Ltd,Caredrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.67,1.97
101,Shantam Pharmaceuticals Pvt. Ltd.,Hidroxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,197,1.97
102,Alkem Laboratories Ltd,Cefoxid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
103,Sain Medicaments Pvt. Ltd.,Seadrox P (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
104,Tuttsan Pharma Pvt Ltd.,Cefaxer-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
105,Metrix Healthcare Pvt Ltd.,Droxymet (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
106,Times Drugs & Pharmaceuticals (P) Ltd.,C Droxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
107,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
108,Ochoa Laboratories (P) Ltd.,Occocef KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
109,Kopran Pharma Ltd,Bid KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20.02,2
110,Spire Pharma,Axis (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20.8,2.08
111,Zydus Cadila Healthcare Ltd,Droxycad (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20.96,2.1
112,Acron Pharmaceuticals,Zedoxil Kid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,210,2.1
113,Tunic Healthcare,Droxytop Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21,2.1
114,DWD Pharmaceuticals Ltd.,Dax Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21.18,2.12
115,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21.25,2.13
116,Secure Healthcare Inc. India,Drosec DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21.5,2.15
117,Hiral Labs Ltd.,Hidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
118,Pifer Pharmaceuticals Pvt Ltd,Pyceff Kid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
119,Allure Remedies Pvt Ltd,Dicef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
120,Affy Pharma Pvt. Ltd.,Affycef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
121,Medizone,Ceroxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
122,Citadel Aurobindo Biotech Ltd. (CABL),Cedrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
123,Norris Medicines Ltd.,Cefnor (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
124,Maan Pharmaceutical Ltd.,Manoxyl Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22.34,2.23
125,Versatil Pharmaceuticals (P) Ltd.,Ceroxil-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,23,2.3
126,Remed Healthcare (P) Ltd.,Droxytop (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,23,2.3
127,Lancer Health Care Pvt. Ltd.,Faxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,23,2.3
128,Vega Pharma,XIL Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,236,2.36
129,Prayas Pharmaceuticals,Bactidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,240,2.4
130,Alicon Pharmaceuticals Pvt. Ltd.,Endroxil K (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,25,2.5
131,Newgen (Cadila Pharmaceuticals Ltd.),Kidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,25.04,2.5
132,Hygeia Pharmaceuticals,Hidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26,2.6
133,Parenteral Drugs (India) Ltd.,PD Roxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26,2.6
134,Yash Pharma Laboratories Limited,Ceftic-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26.56,2.66
135,Maitri Healthcare Pvt. Ltd.,Maitridrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,200 Tablet,533,2.67
136,Gracure Pharmaceuticals Ltd.,CFD-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26.95,2.7
137,Alpic Remedies Ltd.,Xicef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,28,2.8
138,Pramukh Swami Pharma Ltd.,Pradrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,28,2.8
139,Stanford Biotech Pvt. Ltd,CD Stan (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,28,2.8
140,Mexon Healthcare Ltd.,Cexon (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,29,2.9
141,Biocin Genetics & Pharma,Jyodox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,29,2.9
142,Relax Pharmaceuticals,Reladrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,29.15,2.92
143,Pharmatech Healthcare,Droxitech Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,30,3
144,East West Pharma,Cedrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,34.5,3.45
145,Symet Labs. Pvt. Ltd,Sydrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,35,3.5
146,Medi Rose,Syndrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,35,3.5
147,Smilax Pharmaceuticals,De Bact (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,37.6,3.76
148,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,270,27
149,Sumac Pharma Pvt. Ltd.,Maxyl (125 mg),Capsule    ,1 Capsule,Cefadroxil-125 mg,10 Capsule,17,1.7
150,Aglowmed Ltd,Gigacef (125 mg),Capsule    ,1 Capsule,Cefadroxil-125 mg,10 Capsule,19.06,1.91
151,Micro Nova Pharmaceuticals Ltd.,Bicef (60 ml),Suspension    ,5 ml,Cefadroxil-125 mg,60 ml,15.65,1.3
152,Nestor Pharmaceuticals Ltd,Nesdrox DT (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,11,1.83
153,Comed Chemicals Pvt Ltd,Codroxil (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,11.7,1.95
154,Lupin Laboratories Ltd.,Odoxil (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,13.88,2.31
155,Taurus Laboratories Pvt. Ltd.,Cefataur (30 ml) (cefadroxil),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,14.64,2.44
156,Ajanta Pharma Ltd.,Apdil Rediuse (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,14.8,2.47
157,Dynamic Laboratories Pvt. Ltd.,Cefoxil (30 ml) (dynamic),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,15,2.5
158,Rax Health Care Pvt. Ltd.,Raxdil (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,15.32,2.55
159,Perk Pharmaceuticals Ltd.,Prodrox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,15.75,2.63
160,FDC Limited,Zadro Susp (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,16.2,2.7
161,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox Rediuse (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,17.1,2.85
162,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,18.2,3.03
163,Cipla Limited,Cefadur Rediuse (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,19.28,3.21
164,Intas Pharmaceuticals Ltd.,CDR (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
165,Rextar (Ranbaxy Laboratories Ltd),Kefloxin Redimix (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20.09,3.35
166,Neon Laboratories Ltd,Cidaxil (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20.36,3.39
167,Wallace Pharmaceuticals Ltd.,Waladrox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,20.36,3.39
168,Medley Pharmaceuticals Ltd.,Zoxil Susp (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,21.88,3.65
169,Lenit Pharmaceuticals,Inorox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
170,Libra Drugs (India),Libadro (60 ml),Suspension    ,5 ml,Cefadroxil-125 mg,60 ml,44.8,3.73
171,Neiss Labs Pvt. Ltd.,Nisdrox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,22.6,3.77
172,Andic Lifescience Pvt. Ltd.,Cefadic DS (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,23,3.83
173,Adore Healthcare,Fulfit (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,25,4.17
174,Hamax Pharmaceuticals,Drocef (30 ml),Syrup    ,1 ml,Cefadroxil-125 mg,30 ml,15.72,0.52
175,Zydus Cadila Healthcare Ltd,Eliminate DS (30 ml) (125 mg),Syrup    ,1 ml,Cefadroxil-125 mg,30 ml,20.36,0.68
176,East African (I) Remedies Pvt Ltd,Cefavir DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,9,1.5
177,Ortin Laboratories Ltd,Ardrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,60 ml,21,1.75
178,Radicura Pharmaceutical Pvt. Ltd.,Cedrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11,1.83
179,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox P (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.2,1.87
180,Macleods Pharmaceuticals Pvt Ltd.,Acudrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.26,1.88
181,Bactolac Formulations Pvt. Ltd.,Cedil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.26,1.88
182,Deys Medical Stores (Mfg) Ltd,Brotzu (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.26,1.88
183,Aglowmed Ltd,Gigacef (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.65,1.94
184,Zest Pharma,Sudrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,11.7,1.95
185,Osho Pharma Pvt.Ltd.,Osodroxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,12,2
186,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,12,2
187,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox DS (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,13.99,2.33
188,Finecure Pharmaceuticals Ltd,Saydrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,14.3,2.38
189,Leben Laboratories Pvt. Ltd.,Cexil (30 ml) (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,14.9,2.48
190,Sain Medicaments Pvt. Ltd.,Seadrox (40 ml),Syrup    ,5 ml,Cefadroxil-125 mg,40 ml,20,2.5
191,Ind-Swift Limited,Swiceff DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.1,2.52
192,Stallion Laboratories Pvt Ltd,Cedril DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.45,2.58
193,DWD Pharmaceuticals Ltd.,Dax (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.54,2.59
