S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
13,Novartis India Ltd,Rimactazid (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,4 Tablet,19.16,4.79
,,,,,Rifampicin-450 mg,,,
14,Chemo Drugs,Tubachem (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,48,4.8
,,,,,Rifampicin-450 mg,,,
15,Brilliant Lifesciences Pvt Ltd,Ripim plus,Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,49,4.9
,,,,,Rifampicin-450 mg,,,
16,Hamax Pharmaceuticals,Rinex (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,49.6,4.96
,,,,,Rifampicin-450 mg,,,
17,Stanford Biotech Pvt. Ltd,Stanex 2 (450+300,Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,49.8,4.98
,,,,,Isoniazid-300 mg,,,
18,Suzikem Drugs Pvt. Ltd.,Ripcox Forte (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,50,5
,,,,,Rifampicin-450 mg,,,
19,Elikem Pharmaceuticals Pvt. Ltd.,Ripim Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,50,5
,,,,,Rifampicin-450 mg,,,
20,Kentreck Labs Pvt Ltd.,Rimpek Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,50.35,5.04
,,,,,Rifampicin-450 mg,,,
21,Osho Pharma Pvt.Ltd.,Osorifa Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,50.4,5.04
,,,,,Rifampicin-450 mg,,,
22,Psyco Remedies.,Rifacox H (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,51.5,5.15
,,,,,Rifampicin-450 mg,,,
23,Macleods Pharmaceuticals Pvt Ltd.,Macox Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,6 Tablet,31.17,5.2
,,,,,Rifampicin-450 mg,,,
24,Nucleus Laboratories (India) Ltd.,Ne2nex (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,52,5.2
,,,,,Rifampicin-450 mg,,,
25,Orison Pharmaceuticals,Mush (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,52,5.2
,,,,,Rifampicin-450 mg,,,
26,Zydus Cadila Healthcare Ltd,Cadi Rifa (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,200 Tablet,1 054.20,5.27
,,,,,Rifampicin-450 mg,,,
27,Dyochem Laboratories,Isorif (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,53,5.3
,,,,,Rifampicin-450 mg,,,
28,Emcure Pharmaceuticals Ltd.,Emrif (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,53.75,5.38
,,,,,Rifampicin-450 mg,,,
29,Reliance Formulation Pvt Ltd,Rifarin Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,53.89,5.39
,,,,,Rifampicin-450 mg,,,
30,Geneka Biotec,Cure 2 (300+450),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,54,5.4
,,,,,Isoniazid-300 mg,,,
31,Eden Healthcare,Rifaden Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,542,5.42
,,,,,Rifampicin-450 mg,,,
32,Jarson Pharmaceuticals,Recox (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,54.35,5.44
,,,,,Rifampicin-450 mg,,,
33,Rextar (Ranbaxy Laboratories Ltd),Tibirim INH (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,3 Tablet,16.33,5.44
,,,,,Rifampicin-450 mg,,,
34,Biological Evans Ltd,Binex (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,54.6,5.46
,,,,,Rifampicin-450 mg,,,
35,Pharmed Limited,Riphaldina (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,54.9,5.49
,,,,,Rifampicin-450 mg,,,
36,Agron Remedies Pvt Ltd (Agrogem),Tibirif INH (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55,5.5
,,,,,Rifampicin-450 mg,,,
37,Alpic Biotech Ltd.,Coxpic (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55,5.5
,,,,,Rifampicin-450 mg,,,
38,Biochem Pharmaceutical Industrial Ltd,Isorifam (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.05,5.51
,,,,,Rifampicin-450 mg,,,
39,Indoco Remedies Ltd,Rifacom (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.27,5.53
,,,,,Rifampicin-450 mg,,,
40,Cadila Healthcare (Zydus Cadila Healthcare Ltd),Rimpazid (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.35,5.54
,,,,,Rifampicin-450 mg,,,
41,Alkem Laboratories Ltd,Coxter 2 (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.35,5.54
,,,,,Rifampicin-450 mg,,,
42,Emcure Pharmaceuticals Ltd.,Zucox 2 (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.35,5.54
,,,,,Rifampicin-450 mg,,,
43,Le Sante (Cadila Pharmaceuticals Ltd.),Mycocox (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.35,5.54
,,,,,Rifampicin-450 mg,,,
44,Bal Pharma Limited,R Zid (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,55.96,5.6
,,,,,Rifampicin-450 mg,,,
45,Euphoric Pharmaceuticals Pvt.Ltd.,Efuacin (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,56,5.6
,,,,,Rifampicin-450 mg,,,
46,Plethico Pharmaceuticals,Montonex F (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,56.01,5.6
,,,,,Rifampicin-450 mg,,,
47,Unichem Laboratories Ltd.,Anticox II (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,4 Tablet,22.49,5.62
,,,,,Rifampicin-450 mg,,,
48,Zee Laboratories Ltd,Isocin (300+450),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,57,5.7
,,,,,Isoniazid-300 mg,,,
49,Shinto Biotec Ltd,Tumin H (300+450),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,57,5.7
,,,,,Isoniazid-300 mg,,,
50,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Vicox 2 (450+300),Tablet    ,1 Tablet,Rifampicin-450 mg,100 Tablet,575,5.75
,,,,,Isoniazid-300 mg,,,
51,Cipla Limited,Rifex (300+450),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,60.49,6.05
,,,,,Isoniazid-300 mg,,,
52,Alde Medi Impex Ltd.,Denex Forte (450+300),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,61,6.1
,,,,,Isoniazid-300 mg,,,
53,Lupin Laboratories Ltd.,Akt 2 (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,61.5,6.15
,,,,,Rifampicin-450 mg,,,
54,Marc Laboratories Pvt. Ltd.,Meinex (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,63,6.3
,,,,,Rifampicin-450 mg,,,
55,Briskon Laboratories,Tubercin Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,63,6.3
,,,,,Rifampicin-450 mg,,,
56,Sanofi Aventis,Rifadin INH (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,7 Tablet,44.49,6.36
,,,,,Rifampicin-450 mg,,,
57,Biocin Genetics & Pharma,Bionex Plus (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,640,6.4
,,,,,Rifampicin-450 mg,,,
58,Kresp (Kopran Pharma Ltd),Rifinex (300+450),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,64.25,6.43
,,,,,Isoniazid-300 mg,,,
59,Indian Drugs & Pharmaceuticals Ltd.,Famcin H (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,64.36,6.44
,,,,,Rifampicin-450 mg,,,
60,Prayas Pharmaceuticals,Rizide (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,650,6.5
,,,,,Rifampicin-450 mg,,,
61,Asian Pharmaceuticals Pvt. Ltd.,NKT Plus (450+300),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,65,6.5
,,,,,Isoniazid-300 mg,,,
62,Ajanta Pharma Ltd.,Anacox Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,4 Tablet,26,6.5
,,,,,Rifampicin-450 mg,,,
63,Bal Pharma Limited,Rzid (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,656,6.56
,,,,,Rifampicin-450 mg,,,
64,Maitri Healthcare Pvt. Ltd.,M TB (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,665,6.65
,,,,,Rifampicin-450 mg,,,
65,Zota Pharmaceuticals (Zota Healthcare Pvt Ltd),Z Cox Plus (300+450),Tablet    ,1 Tablet,Rifampicin-450 mg,10 Tablet,67,6.7
,,,,,Isoniazid-300 mg,,,
66,Tosc International Pvt Ltd.,Twinculor (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,676,6.76
,,,,,Rifampicin-450 mg,,,
67,Medihands Pharmaceuticals,Cekox (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,680,6.8
,,,,,Rifampicin-450 mg,,,
68,Lancer Health Care Pvt. Ltd.,Lynacox (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,68,6.8
,,,,,Rifampicin-450 mg,,,
69,Remed Healthcare (P) Ltd.,Remcox (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,68,6.8
,,,,,Rifampicin-450 mg,,,
70,Aan Pharma Pvt Ltd,Rikox (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,68,6.8
,,,,,Rifampicin-450 mg,,,
71,Mexon Healthcare Ltd.,Mexcox Plus (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,687,6.87
,,,,,Rifampicin-450 mg,,,
72,Alpic Remedies Ltd.,Coxbact 2 (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,69,6.9
,,,,,Rifampicin-450 mg,,,
73,Park Pharmaceuticals,Parkox (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,100 Tablet,695,6.95
,,,,,Rifampicin-450 mg,,,
74,Terrace Pharmaceuticals (P) Ltd,Optimat (300+450),Tablet    ,1 Tablet,Isoniazid-300 mg,10 Tablet,70,7
,,,,,Rifampicin-450 mg,,,
75,Pramukh Swami Pharma Ltd.,Niclox Plus (450+300),Tablet    ,1 Tablet,Isoniazid-300 mg,4 Tablet,30,7.5
,,,,,Rifampicin-450 mg,,,
76,Pans Laboratories,Carin (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,26,2.6
,,,,,Rifampicin-450 mg,,,
77,Albert David Limited,Arzade (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,4 Capsule,13.8,3.45
,,,,,Rifampicin-450 mg,,,
78,Pharma Synth Formulations Ltd.,Coxyzide (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,42,4.2
,,,,,Rifampicin-450 mg,,,
79,Radicura Pharmaceutical Pvt. Ltd.,Rifaplus In (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,43.51,4.35
,,,,,Rifampicin-450 mg,,,
80,Zenlabs India,Rifnex (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,100 Capsule,452,4.52
,,,,,Rifampicin-450 mg,,,
81,Lupin Laboratories Ltd.,R Cinex (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,49.35,4.94
,,,,,Rifampicin-450 mg,,,
82,Shreya Life Sciences Pvt. Ltd,Montonex Forte (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,4 Capsule,20.8,5.2
,,,,,Rifampicin-450 mg,,,
83,Smilax Pharmaceuticals,Zadcox Plus (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,54,5.4
,,,,,Rifampicin-450 mg,,,
84,Bindlysh Biotech Ltd,Coxibin Plus (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,54,5.4
,,,,,Rifampicin-450 mg,,,
85,Biochem Pharmaceutical Industrial Ltd,Isofiram (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,55,5.5
,,,,,Rifampicin-450 mg,,,
86,Pharmed Limited,ISO Ripharmed (300+450),Capsule    ,1 Capsule,Rifampicin-450 mg,4 Capsule,22.42,5.61
,,,,,Isoniazid-300 mg,,,
87,Aristo Pharmaceuticals Pvt Ltd.,Coxines (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,56.88,5.69
,,,,,Rifampicin-450 mg,,,
88,Lupin Laboratories Ltd.,Rcinex (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,56.95,5.7
,,,,,Rifampicin-450 mg,,,
89,Zee Laboratories Ltd,Tricinex (300+450),Capsule    ,1 Capsule,Rifampicin-450 mg,10 Capsule,58,5.8
,,,,,Isoniazid-300 mg,,,
90,Vostok & Wilcure Remedies,Wycox (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,59.5,5.95
,,,,,Rifampicin-450 mg,,,
91,Acichem Laboratories,Rifazid A Forte (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,100 Capsule,600,6
,,,,,Rifampicin-450 mg,,,
92,Sierra Pharmaceuticals Ltd.,Secox 2 (450+300),Capsule    ,1 Tablet,Isoniazid-300 mg,10 Tablet,63,6.3
,,,,,Rifampicin-450 mg,,,
93,Kopran Pharma Ltd,Rifinex Cap (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,63.46,6.35
,,,,,Rifampicin-450 mg,,,
94,Glaxo Smithkline Pharmaceuticals Ltd.,Zucox Plus (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,63.94,6.39
,,,,,Rifampicin-450 mg,,,
95,Aristo Pharmaceuticals Pvt Ltd.,Coxinex (450+300),Capsule    ,1 Capsule,Rifampicin-450 mg,10 Capsule,65.14,6.51
,,,,,Isoniazid-300 mg,,,
96,Lyka Hetero Healthcare Ltd.,Rimpinah (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,4 Capsule,26.29,6.57
,,,,,Rifampicin-450 mg,,,
97,Assam Chemical & Pharmaceutical Pvt.Ltd.,Afarcin S (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,66.7,6.67
,,,,,Rifampicin-450 mg,,,
98,East African (I) Remedies (P) Ltd.,Rufanex (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,67,6.7
,,,,,Rifampicin-450 mg,,,
99,Unicure (India) Pvt.Ltd.,N Cox Plus (300+450),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,67.5,6.75
,,,,,Rifampicin-450 mg,,,
100,Alkem Laboratories Ltd,Rifakem INH (300+450),Capsule    ,1 Capsule,Rifampicin-450 mg,10 Capsule,67.74,6.77
,,,,,Isoniazid-300 mg,,,
101,S.S. Pharmaceuticals (P) Ltd.,Emite (450+300),Capsule    ,1 Capsule,Isoniazid-300 mg,10 Capsule,70,7
,,,,,Rifampicin-450 mg,,,
102,Unicure (India) Pvt.Ltd.,Rifampicin & Isoniazid (300+450),Capsule    ,1 Capsule,Rifampicin-450 mg,4 Capsule,31.92,7.98
,,,,,Isoniazid-300 mg,,,
