S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
12,Abbott Healthcare Pvt Ltd (AHPL),Antrima (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.14,0.61
,,,,,Trimethoprim-80 mg,,,
13,Bevit Pharmaceuticals Ltd.,Salgatran (400+80),Tablet    ,1 Tablet,Trimethoprim-80 mg,10 Tablet,6.2,0.62
,,,,,Sulphamethoxazole -400 mg,,,
14,Intas Laboratories Pvt Ltd,Intrim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.2,0.62
,,,,,Trimethoprim-80 mg,,,
15,Lark Laboratories (India) Ltd.,Larprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.2,0.62
,,,,,Trimethoprim-80 mg,,,
16,Emcure Pharmaceuticals Ltd.,Septabid (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.21,0.62
,,,,,Trimethoprim-80 mg,,,
17,Glaxo Smithkline Pharmaceuticals Ltd.,Septran (80+400),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.25,0.63
,,,,,Trimethoprim-80 mg,,,
18,Biochem Pharmaceutical Industrial Ltd,Otrim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.29,0.63
,,,,,Trimethoprim-80 mg,,,
19,Elite Pharma Pvt Ltd,Eltiprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.3,0.63
,,,,,Trimethoprim-80 mg,,,
20,Leben Laboratories Pvt Ltd,L Trim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.32,0.63
,,,,,Trimethoprim-80 mg,,,
21,Bombay Tablet Mfg Co,Rizol (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.33,0.63
,,,,,Trimethoprim-80 mg,,,
22,Smith Stanistreet Pharmaceuticals Ltd.,Trimethoprim & Sulphamethoxazole (400+80) (Smith),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,100 Tablet,64,0.64
,,,,,Trimethoprim-80 mg,,,
23,Smith Stanistreet Pharmaceuticals Ltd.,Disabac (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,100 Tablet,64,0.64
,,,,,Trimethoprim-80 mg,,,
24,Themis Chemicals Ltd.,Sumetrol (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,6.65,0.67
,,,,,Trimethoprim-80 mg,,,
25,BCL Generics (Blue Cross Laboratories Ltd),Cotrimoxazole SS (400+80),Tablet    ,1 Tablet,Trimethoprim-80 mg,10 Tablet,6.91,0.69
,,,,,Sulphamethoxazole -400 mg,,,
26,Stancare (Ranbaxy Laboratories Ltd),Stanrox (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,7.08,0.71
,,,,,Trimethoprim-80 mg,,,
27,Universal Drug House Pvt Ltd,Cotrimoxazole (400+80),Tablet    ,1 Tablet,Trimethoprim-80 mg,10 Tablet,7.2,0.72
,,,,,Sulphamethoxazole -400 mg,,,
28,RPG Life Sciences Ltd,Nolapse (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,7.41,0.74
,,,,,Trimethoprim-80 mg,,,
29,Acichem Laboratories,Trimethoprim & Sulpha (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,1000 Tablet,750,0.75
,,,,,Trimethoprim-80 mg,,,
30,Unicure (India) Pvt.Ltd.,Trimethoprim & Sulphamethoxazole (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,7.5,0.75
,,,,,Trimethoprim-80 mg,,,
31,Acron Pharmaceuticals,Trisuprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,200 Tablet,151,0.76
,,,,,Trimethoprim-80 mg,,,
32,Nicholas Piramal India Ltd.,Sugaprim S (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,7.67,0.77
,,,,,Trimethoprim-80 mg,,,
33,Geno Pharmaceuticals Ltd.,Septinix (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,7.75,0.78
,,,,,Trimethoprim-80 mg,,,
34,Zydus Cadila Healthcare Ltd,Oriprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,7.76,0.78
,,,,,Trimethoprim-80 mg,,,
35,Bini Laboratories Pvt Ltd,Co Trimoxazole SS (400+80),Tablet    ,1 Tablet,Trimethoprim-80 mg,10 Tablet,8,0.8
,,,,,Sulphamethoxazole -400 mg,,,
36,Suzikem Drugs Pvt. Ltd.,Warprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,8,0.8
,,,,,Trimethoprim-80 mg,,,
37,Blue Cross Laboratories Ltd.,Cosulf SS (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,8,0.8
,,,,,Trimethoprim-80 mg,,,
38,Shreya Life Sciences Pvt. Ltd,Timizol (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,8.38,0.84
,,,,,Trimethoprim-80 mg,,,
39,Aurochem Labs (India) Pvt Ltd,Utibact (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,100 Tablet,84,0.84
,,,,,Trimethoprim-80 mg,,,
40,Mount Mettur Pharmaceuticals Ltd,Mountrim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,8.4,0.84
,,,,,Trimethoprim-80 mg,,,
41,Indian Drugs & Pharmaceuticals Ltd.,Methoxaprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,8.54,0.85
,,,,,Trimethoprim-80 mg,,,
42,Jagsonpal Pharmaceuticals Ltd,Wypal (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,8.6,0.86
,,,,,Trimethoprim-80 mg,,,
43,Wyeth Ltd.,Trisulfose (400+80),Tablet    ,1 Tablet,Trimethoprim-80 mg,10 Tablet,8.73,0.87
,,,,,Sulphamethoxazole -400 mg,,,
44,Swastik Formulations (P) Ltd.,Synetra (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,9,0.9
,,,,,Trimethoprim-80 mg,,,
45,Vision Medilink,Welprim (400+80) (Vision Medilink),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,200 Tablet,180,0.9
,,,,,Trimethoprim-80 mg,,,
46,Shalina Laboratories Ltd,Sulfatrim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,20 Tablet,19.2,0.96
,,,,,Trimethoprim-80 mg,,,
47,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Geoprim (80+400),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,100 Tablet,100,1
,,,,,Trimethoprim-80 mg,,,
48,Smith Stanistreet Pharmaceuticals Ltd.,Disabac DS (400+80),Tablet    ,1 Tablet,Trimethoprim-80 mg,10 Tablet,12,1.2
,,,,,Sulphamethoxazole -400 mg,,,
49,Vostok & Wilcure Remedies,Welprim (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,13.1,1.31
,,,,,Trimethoprim-80 mg,,,
50,Pharmasynth Formulation Ltd,Trimcee (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,14.5,1.45
,,,,,Trimethoprim-80 mg,,,
51,Marc Laboratories Pvt. Ltd.,Marcoprim DS (400+80),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,15.94,1.59
,,,,,Trimethoprim-80 mg,,,
52,Low Cost Standard Therapeutics (LOCOST),Cotrimoxazole SS (400+80) (Low Cost),Tablet    ,1 Tablet,Sulphamethoxazole -400 mg,10 Tablet,19,1.9
,,,,,Trimethoprim-80 mg,,,
53,Sunways India Pvt. Ltd.,Methoxol (80+400),Capsule    ,1 Capsule,Sulphamethoxazole -400 mg,10 Capsule,8,0.8
,,,,,Trimethoprim-80 mg,,,
