S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
20,Smilax Pharmaceuticals,Estrim (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,11.42,1.14
,,,,,Trimethoprim-160 mg,,,
21,Oyster Labs Limited,Oysitrim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,11.9,1.19
,,,,,Trimethoprim-160 mg,,,
22,Laborate Pharmaceuticals India Ltd.,Trimzole DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,11.9,1.19
,,,,,Trimethoprim-160 mg,,,
23,Smith Stanistreet Pharmaceuticals Ltd.,Trimethoprim & Sulphamethoxazole DS (800+160) (Smith),Tablet    ,1 Tablet,Trimethoprim-160 mg,10 Tablet,12,1.2
,,,,,Sulphamethoxazole -800 mg,,,
24,Unicure (India) Pvt.Ltd.,Unitran (800+160),Tablet    ,1 Tablet,Trimethoprim-160 mg,10 Tablet,12.25,1.23
,,,,,Sulphamethoxazole -800 mg,,,
25,Themis Chemicals Ltd.,Sumetrol DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,12.25,1.23
,,,,,Trimethoprim-160 mg,,,
26,Karnataka Antibiotics & Pharmaceuticals Ltd.,Duocidal DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,12.8,1.28
,,,,,Trimethoprim-160 mg,,,
27,Stancare (Ranbaxy Laboratories Ltd),Stanrox DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,12.85,1.29
,,,,,Trimethoprim-160 mg,,,
28,Indian Drugs & Pharmaceuticals Ltd.,Methoxaprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,12.88,1.29
,,,,,Trimethoprim-160 mg,,,
29,BCL Generics (Blue Cross Laboratories Ltd),Cotrimoxazole DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,12.88,1.29
,,,,,Trimethoprim-160 mg,,,
30,RPG Life Sciences Ltd,Nolapse DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,12.95,1.3
,,,,,Trimethoprim-160 mg,,,
31,Reddy Pharmaceuticals Ltd.,Reoprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,13,1.3
,,,,,Trimethoprim-160 mg,,,
32,Cipla Limited,Ciplin DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,13.06,1.31
,,,,,Trimethoprim-160 mg,,,
33,Stadmed Pvt Ltd,Neoprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,4 Tablet,5.5,1.38
,,,,,Trimethoprim-160 mg,,,
34,Glaxo Smithkline Pharmaceuticals Ltd.,Sepmax (800+160),Tablet    ,1 Tablet,Trimethoprim-160 mg,10 Tablet,13.85,1.39
,,,,,Sulphamethoxazole -800 mg,,,
35,Zydus Cadila Healthcare Ltd,Oriprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,13.99,1.4
,,,,,Trimethoprim-160 mg,,,
36,Blue Cross Laboratories Ltd.,Cosulf DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,14,1.4
,,,,,Trimethoprim-160 mg,,,
37,Bini Laboratories Pvt Ltd,Co Trimoxazole DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,14,1.4
,,,,,Trimethoprim-160 mg,,,
38,Synmedic Laboratories,Raxitrim Forte (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,14,1.4
,,,,,Trimethoprim-160 mg,,,
39,Concept Pharmaceuticals Ltd.,Coprime (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,14,1.4
,,,,,Trimethoprim-160 mg,,,
40,Tosc International Pvt Ltd.,Trimethoprim & Sulphamethoxazole DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,500 Tablet,700,1.4
,,,,,Trimethoprim-160 mg,,,
41,Astra Zeneca Pharma India Limited,Cotrimoxazole DS (800+160) (Atra Zeneca),Tablet    ,1 Tablet,Trimethoprim-160 mg,10 Tablet,14.04,1.4
,,,,,Sulphamethoxazole -800 mg,,,
42,Acron Pharmaceuticals,Trisuprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,100 Tablet,141,1.41
,,,,,Trimethoprim-160 mg,,,
43,Abbott Healthcare Pvt Ltd (AHPL),Bactrim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,14.28,1.43
,,,,,Trimethoprim-160 mg,,,
44,Nicholas Piramal India Ltd.,Sugaprim S Forte (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,14.28,1.43
,,,,,Trimethoprim-160 mg,,,
45,Aurochem Labs (India) Pvt Ltd,Utibact DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,100 Tablet,150,1.5
,,,,,Trimethoprim-160 mg,,,
46,Pharma Corp Inc.,Chemotrin Forte (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,15,1.5
,,,,,Trimethoprim-160 mg,,,
47,Shreya Life Sciences Pvt. Ltd,Timizol Forte (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,15.04,1.5
,,,,,Trimethoprim-160 mg,,,
48,Wyeth Ltd.,Trisulfose DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,15.67,1.57
,,,,,Trimethoprim-160 mg,,,
49,Pharmasynth Formulation Ltd,Trimcee DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16,1.6
,,,,,Trimethoprim-160 mg,,,
50,Klar Sehen Pharmaceuticals Pvt Ltd,Co Trimoxazole DS (800+160) (Klar),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16,1.6
,,,,,Trimethoprim-160 mg,,,
51,Klar Sehen Pharmaceuticals Pvt Ltd,Cotribid DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16,1.6
,,,,,Trimethoprim-160 mg,,,
52,Shalina Laboratories Ltd,Sulfatrim Forte (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16,1.6
,,,,,Trimethoprim-160 mg,,,
53,Dynamic Laboratories Pvt. Ltd.,Dytrim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16,1.6
,,,,,Trimethoprim-160 mg,,,
54,Sanofi Aventis,Synastat (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16.03,1.6
,,,,,Trimethoprim-160 mg,,,
55,Jagsonpal Pharmaceuticals Ltd,Wypal DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,16.25,1.63
,,,,,Trimethoprim-160 mg,,,
56,Talent Laboratories,Teliprim DS (800+160),Tablet    ,1 Tablet,Trimethoprim-160 mg,100 Tablet,165,1.65
,,,,,Sulphamethoxazole -800 mg,,,
57,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Geoprime DS (160+800),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,100 Tablet,168,1.68
,,,,,Trimethoprim-160 mg,,,
58,Leben Laboratories Pvt. Ltd.,L Trim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,17,1.7
,,,,,Trimethoprim-160 mg,,,
59,Alkem Laboratories Ltd,TPrim Forte (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,17.5,1.75
,,,,,Trimethoprim-160 mg,,,
60,Anoco Pharmaceuticals (India) Pvt.Ltd.,Suprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,18.2,1.82
,,,,,Trimethoprim-160 mg,,,
61,Mount Mettur Pharmaceuticals Ltd,Mountrim DT (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,18.4,1.84
,,,,,Trimethoprim-160 mg,,,
62,Vision Medilink,Welprim DS (800+160) (Vision Medilink),Tablet    ,1 Tablet,Trimethoprim-160 mg,10 Tablet,19.8,1.98
,,,,,Sulphamethoxazole -800 mg,,,
63,Vostok & Wilcure Remedies,Welprim DS (800+160),Tablet    ,1 Tablet,Sulphamethoxazole -800 mg,10 Tablet,19.8,1.98
,,,,,Trimethoprim-160 mg,,,
64,Cadila Pharmaceuticals Ltd.,Cotimoxazole (800+160),Capsule    ,1 Capsule,Sulphamethoxazole -800 mg,20 Capsule,28.08,1.4
,,,,,Trimethoprim-160 mg,,,
