S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
13,Pans Laboratories,Panam (50 ml),Suspension    ,5 ml,Trimethoprim-40 mg,50 ml,7.93,0.79
,,,,,Sulphamethoxazole -200 mg,,,
14,Wings Pharmaceuticals (P) Ltd.,Wintrim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,8,0.8
,,,,,Trimethoprim-40 mg,,,
15,Redson Pharmaceuticals,Redprim (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,9.66,0.81
,,,,,Trimethoprim-40 mg,,,
16,Shreya Life Sciences Pvt. Ltd,Timizol (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,9.7,0.81
,,,,,Trimethoprim-40 mg,,,
17,Stancare (Ranbaxy Laboratories Ltd),Stanrox (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,8.12,0.81
,,,,,Trimethoprim-40 mg,,,
18,Themis Chemicals Ltd.,Sumetrol (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,8.14,0.81
,,,,,Trimethoprim-40 mg,,,
19,East India Pharmaceutical Works Ltd.,Colizole (100 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,100 ml,16.7,0.84
,,,,,Trimethoprim-40 mg,,,
20,RPG Life Sciences Ltd,Nolapse (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,8.6,0.86
,,,,,Trimethoprim-40 mg,,,
21,Nicholas Piramal India Ltd.,Sugaprim S (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,8.83,0.88
,,,,,Trimethoprim-40 mg,,,
22,Agron Remedies Pvt Ltd (Agrogem),Comax (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9,0.9
,,,,,Trimethoprim-40 mg,,,
23,Bombay Tablet Mfg Co,Rizol (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,11.06,0.92
,,,,,Trimethoprim-40 mg,,,
24,Jan Aushadhi,Co Trimoxazole (Sulphamethoxazole 200 mg+Trimethoprim 40 mg) (Jan Aushadhi),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.25,0.93
,,,,,Trimethoprim-40 mg,,,
25,Albert David Limited,Alcorim F (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.26,0.93
,,,,,Trimethoprim-40 mg,,,
26,Biochem Pharmaceutical Industrial Ltd,Otrim (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,11.26,0.94
,,,,,Trimethoprim-40 mg,,,
27,Bombay Tablet Mfg Co,Rizol (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.4,0.94
,,,,,Trimethoprim-40 mg,,,
28,Zydus Cadila Healthcare Ltd,Oriprim (50 ml),Suspension    ,5 ml,Trimethoprim-40 mg,50 ml,9.42,0.94
,,,,,Sulphamethoxazole -200 mg,,,
29,Cipla Limited,Ciplin Ped (60 ml),Suspension    ,5 ml,Trimethoprim-40 mg,60 ml,11.33,0.94
,,,,,Sulphamethoxazole -200 mg,,,
30,Generic (Cadila Pharmaceuticals Ltd.),Colizole (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,11.33,0.94
,,,,,Trimethoprim-40 mg,,,
31,Zee Laboratories Ltd,Monatrim (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,11.4,0.95
,,,,,Trimethoprim-40 mg,,,
32,Mount Mettur Pharmaceuticals Ltd,Mountrim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.5,0.95
,,,,,Trimethoprim-40 mg,,,
33,Jagsonpal Pharmaceuticals Ltd,Wypal (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.6,0.96
,,,,,Trimethoprim-40 mg,,,
34,Abbott Healthcare Pvt Ltd (AHPL),Antrima (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.68,0.97
,,,,,Trimethoprim-40 mg,,,
35,Aristo Pharmaceuticals Pvt Ltd.,Tabrol (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.73,0.97
,,,,,Trimethoprim-40 mg,,,
36,East India Pharmaceutical Works Ltd.,Colizole (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.73,0.97
,,,,,Trimethoprim-40 mg,,,
37,Deys Medical Stores (Mfg) Ltd,Kombina (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.73,0.97
,,,,,Trimethoprim-40 mg,,,
38,Lark Laboratories (India) Ltd.,Larprim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.85,0.99
,,,,,Trimethoprim-40 mg,,,
39,Indian Drugs & Pharmaceuticals Ltd.,Methoxaprim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.88,0.99
,,,,,Trimethoprim-40 mg,,,
40,Smilax Pharmaceuticals,Estrim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10,1
,,,,,Trimethoprim-40 mg,,,
41,Bevit Pharmaceuticals Ltd.,Salgatran (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10.18,1.02
,,,,,Trimethoprim-40 mg,,,
42,Lloyds Pharmaceuticals,L D Prim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10.35,1.04
,,,,,Trimethoprim-40 mg,,,
43,Unicure (India) Pvt.Ltd.,Trimethoprim & Sulphamethoxazole (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,12.5,1.04
,,,,,Trimethoprim-40 mg,,,
44,Sanofi Aventis,Synastat (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10.42,1.04
,,,,,Trimethoprim-40 mg,,,
45,Wyeth Ltd.,Trisulfose (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10.47,1.05
,,,,,Trimethoprim-40 mg,,,
46,Alkem Laboratories Ltd,Tprim Forte (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,12.6,1.05
,,,,,Trimethoprim-40 mg,,,
47,Piramal Healthcare,Bactrim (60 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,60 ml,12.9,1.08
,,,,,Trimethoprim-40 mg,,,
48,Elite Pharma Pvt Ltd,Eltiprim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,11,1.1
,,,,,Trimethoprim-40 mg,,,
49,Agrawal Pharmaceuticals,Aptran (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,11,1.1
,,,,,Trimethoprim-40 mg,,,
50,Abbott Healthcare Pvt Ltd (AHPL),Bactrim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,11.1,1.11
,,,,,Trimethoprim-40 mg,,,
51,Stadmed Pvt Ltd,Neoprim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,11.2,1.12
,,,,,Trimethoprim-40 mg,,,
52,Vostok & Wilcure Remedies,Vostrim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,11.7,1.17
,,,,,Trimethoprim-40 mg,,,
53,Wyeth Ltd.,Penetrin (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,12.12,1.21
,,,,,Trimethoprim-40 mg,,,
54,Leben Laboratories Pvt Ltd,L Trim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,12.5,1.25
,,,,,Trimethoprim-40 mg,,,
55,Leben Laboratories Pvt. Ltd.,L Trim Oral (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,12.5,1.25
,,,,,Trimethoprim-40 mg,,,
56,Leben Laboratories Pvt Ltd,L Trim DS (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,12.5,1.25
,,,,,Trimethoprim-40 mg,,,
57,Glaxo Smithkline Pharmaceuticals Ltd.,Septran (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,12.99,1.3
,,,,,Trimethoprim-40 mg,,,
58,Medipol Pharmaceuticals India Pvt. Ltd.,Asoprim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,13,1.3
,,,,,Trimethoprim-40 mg,,,
59,Shalina Laboratories Ltd,Sulfatrim (100 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,100 ml,26,1.3
,,,,,Trimethoprim-40 mg,,,
60,Bishahari Chemical Works Pvt.Ltd.,Btrim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,13,1.3
,,,,,Trimethoprim-40 mg,,,
61,Adcco Limited.,Adprim S (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,14,1.4
,,,,,Trimethoprim-40 mg,,,
62,Anoco Pharmaceuticals (India) Pvt.Ltd.,Suprim (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,14.25,1.43
,,,,,Trimethoprim-40 mg,,,
63,Pharmasynth Formulation Ltd,Trimcee (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,16.6,1.66
,,,,,Trimethoprim-40 mg,,,
64,The Pharmed Research Lab Pvt Ltd,Techtran (50 ml),Suspension    ,5 ml,Sulphamethoxazole -200 mg,50 ml,18,1.8
,,,,,Trimethoprim-40 mg,,,
65,Nestor Pharmaceuticals Ltd,Co Trimoxazole (60 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,60 ml,9.3,0.78
,,,,,Trimethoprim-40 mg,,,
66,Aurochem Labs (India) Pvt Ltd,Utibact (60 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,60 ml,10,0.83
,,,,,Trimethoprim-40 mg,,,
67,Glaxo Smithkline Pharmaceuticals Ltd.,Septran (100 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,100 ml,16.71,0.84
,,,,,Trimethoprim-40 mg,,,
68,Medi Products Pvt.Ltd.,Metrimox (50 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,50 ml,9.5,0.95
,,,,,Trimethoprim-40 mg,,,
69,Low Cost Standard Therapeutics (LOCOST),Cotrimoxazole (50 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10,1
,,,,,Trimethoprim-40 mg,,,
70,Oyster Labs Limited,Oysitrim (50 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,50 ml,10.8,1.08
,,,,,Trimethoprim-40 mg,,,
71,Cipla Limited,Ciplin (50 ml),Syrup    ,5 ml,Sulphamethoxazole -200 mg,50 ml,11.9,1.19
,,,,,Trimethoprim-40 mg,,,
72,Eastern Drug,Twochem (50 ml),Syrup    ,5 ml,Trimethoprim-40 mg,50 ml,12,1.2
,,,,,Sulphamethoxazole -200 mg,,,
73,Ortin Laboratories Ltd,Trimex PS (50 ml),Syrup    ,5 ml,Trimethoprim-40 mg,50 ml,15,1.5
,,,,,Sulphamethoxazole -200 mg,,,
74,Lark Laboratories (India) Ltd.,Larprim (15 ml),Drop    ,15 ml,Sulphamethoxazole -200 mg,15 ml,12.05,12.05
,,,,,Trimethoprim-40 mg,,,
