S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
18,Innovative Pharmaceuticals,Clopizest A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg ,10 Tablet,29.5,2.95
,,,,,Aspirin-75 mg,,,
19,Otsira Genetica (Aristo Pharmaceuticals Pvt Ltd.),Cloflow Plus (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,29.71,2.97
,,,,,Aspirin-75 mg,,,
20,Cipla Limited,Clopivas AP (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,15 Tablet,44.74,2.98
,,,,,Aspirin-75 mg,,,
21,Torrent Pharmaceuticals Ltd.,Deplatt A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,31.4,3.14
,,,,,Aspirin-75 mg,,,
22,Parangat Organics,Oprin (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,100 Tablet,395,3.95
,,,,,Aspirin-75 mg,,,
23,Intas Pharmaceuticals Ltd.,Clavix AS (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,42.5,4.25
,,,,,Aspirin-75 mg,,,
24,Sertec (RPG Life Sciences Ltd),Cloprez A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,60,6
,,,,,Aspirin-75 mg,,,
25,Cipla Limited,Compivas AP (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,68,6.8
,,,,,Aspirin-75 mg,,,
26,Salud Care (I) Pvt. Ltd.,IT A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,70,7
,,,,,Aspirin-75 mg,,,
27,Sun Pharmaceutical Industries Ltd.,Thrombosprin (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,75,7.5
,,,,,Aspirin-75 mg,,,
28,Ajanta Pharma Ltd.,Dospin (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,75,7.5
,,,,,Aspirin-75 mg,,,
29,VHB Life Sciences Limited,Zogrell A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,75,7.5
,,,,,Aspirin-75 mg,,,
30,East West Pharma,Clofre AS (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,78,7.8
,,,,,Aspirin-75 mg,,,
31,ElLife (Elder Pharmaceuticals Pvt Ltd),Clospir (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,78,7.8
,,,,,Aspirin-75 mg,,,
32,Karnataka Antibiotics & Pharmaceuticals Ltd.,Cidogrel A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,79.2,7.92
,,,,,Aspirin-75 mg,,,
33,Talent Healthcare,Class A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,144,14.4
,,,,,Aspirin-75 mg,,,
34,USV-Corvette (US Vitamins Ltd),Clopigrel A (75+75),Tablet    ,1 Tablet,Clopidogrel-75 mg,10 Tablet,157.1,15.71
,,,,,Aspirin-75 mg,,,
35,FDC Limited,Synplatt (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,27,2.7
,,,,,Aspirin-75 mg,,,
36,IPCA Laboratories Ltd.,Clopact A (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,27.6,2.76
,,,,,Aspirin-75 mg,,,
37,Abbott Healthcare Pvt Ltd (AHPL),Stromix A (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,28.85,2.89
,,,,,Aspirin-75 mg,,,
38,"Ranbaxy Laboratories Ltd.,",Ceruvin AF (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,15 Capsule,43.63,2.91
,,,,,Aspirin-75 mg,,,
39,Carsyon (Micro Labs Ltd),Plagerine A (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,29.09,2.91
,,,,,Aspirin-75 mg,,,
40,Dr Reddy Laboratories Ltd,Plagril A (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,29.1,2.91
,,,,,Aspirin-75 mg,,,
41,Biocon (India) Ltd,Clasprin (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,29.12,2.91
,,,,,Aspirin-75 mg,,,
42,Pinnacle (Lupin Laboratories Ltd.),Clopitab A (75+75),Capsule    ,1 Capsule,Aspirin-75 mg,10 Capsule,29.5,2.95
,,,,,Clopidogrel-75 mg,,,
43,Sun Pharmaceutical Industries Ltd.,Combiplet (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,29.5,2.95
,,,,,Aspirin-75 mg,,,
44,Sun Pharmaceutical Industries Ltd.,Thrombosprin (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,29.71,2.97
,,,,,Aspirin-75 mg,,,
45,Medreich Saimirra Ltd,Vivosprin (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,29.75,2.98
,,,,,Aspirin-75 mg,,,
46,Blue Cross Laboratories Ltd.,Antiban ASP (75+75),Capsule    ,1 Capsule,Aspirin-75 mg,10 Capsule,31.5,3.15
,,,,,Clopidogrel-75 mg,,,
47,Macleods Pharmaceuticals Pvt Ltd.,Myogrel AP (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,6 Capsule,19.3,3.22
,,,,,Aspirin-75 mg,,,
48,Sun Pharmaceutical Industries Ltd.,Clopilet A (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,34.9,3.49
,,,,,Aspirin-75 mg,,,
49,Grandix Pharmaceuticals,Complatt (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,67,6.7
,,,,,Aspirin-75 mg,,,
50,Kaytross Healthcare Limited,Clopiwa AP (75+75),Capsule    ,1 Capsule,Clopidogrel-75 mg,10 Capsule,85,8.5
,,,,,Aspirin-75 mg,,,
