S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
17,Concord Biotech Ltd.,Mitrip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,100 Tablet,140,1.4
18,Zeus Pharmaceuticals,Amiwel (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,15,1.5
19,Axis Life Science Pvt Ltd,Axtrip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,100 Tablet,150,1.5
20,Aarpik Pharmaceuticals Pvt. Ltd.,Triplex (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,15.5,1.55
21,Psyco Remedies.,Amypres (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,16,1.6
22,La Pharmaceuticals,Latilin (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,16,1.6
23,Cinerea Biotech,Amrea (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,16,1.6
24,Saga Laboratories,Kamitrin (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,16.5,1.65
25,Pentacare (Alkem Laboratories Ltd),Tadamit (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,16.5,1.65
26,Theo Pharma,TRYP (25 MG),Tablet    ,1 Tablet,Amitriptyline-25 mg ,10 Tablet,16.58,1.66
27,Mano (Orchid Chemicals & Pharmaceuticals Ltd.),Amit (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,16.8,1.68
28,Cyper Pharma,Abamax (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,17,1.7
29,Anikem Laboratories,Anitryp (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,17.5,1.75
30,Torrent Pharmaceuticals Ltd.,Amitor (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,18,1.8
31,Three Dots Lifesciences,Dot Trip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,18,1.8
32,Doxis Laboratories (Intralife),Arpidox,Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,18,1.8
33,Gentech Healthcare Pvt Ltd,Gentrip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,18,1.8
34,Intas Laboratories Pvt Ltd,Amitone (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,18.61,1.86
35,Minova Life Sciences Pvt Ltd,Amitrac (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,20,2
36,Invision Medi Sciences,Maxitrip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,20,2
37,Crescent Formulations Pvt Ltd (Crescent Therapeutics Ltd. ),Odep (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,20,2
38,Reliance Formulation Pvt Ltd,Relidep (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,21,2.1
39,Jpee Drugs,Trip (25 mg) (Jpee Drugs),Tablet    ,1 Tablet,Amitriptyline-25 mg,100 Tablet,220,2.2
40,Cyril Pharmaceuticals,Elavil (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,22,2.2
41,CFL Pharmaceuticals Ltd,Sarotena (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,22.26,2.23
42,Bion Therapeutics Pvt Ltd,Amilift SR (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,22.26,2.23
43,Tas Med (I) Pvt. Ltd.,Amitop (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,22.5,2.25
44,Biomax Laboratories,Amimax (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,22.9,2.29
45,Novaduo Pharma,Crypton (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,23,2.3
46,Glenmark Pharmaceuticals Ltd.,Goldep SR (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,23,2.3
47,East West Pharma,Amitrip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,25.7,2.57
48,Nexus Biotech,Nextrip (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,26.4,2.64
49,Lifesavers Remedies,Tryptomec (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,27,2.7
50,Unique Chemicals (J.B. Chemicals and Pharmaceuticals Ltd),Pryl SR (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,28.46,2.85
51,Stadmed Pvt Ltd,Amoten (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,28.5,2.85
52,K.C. Laboratories Pvt. Ltd.,Amitryn (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,29.42,2.94
53,The Pharmed Research Lab Pvt Ltd,Amitriptyline Hydrochloride (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,30,3
54,Merind Ltd (Wockhardt Ltd),Tryptomer (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,36.5,3.65
55,Sun Pharmaceutical Industries Ltd.,Eliwel (25 mg),Tablet    ,1 Tablet,Amitriptyline-25 mg,10 Tablet,39.2,3.92
