S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
23,Biomax Biotechnics Pvt Ltd,Rescucef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,74,74
24,Euphoric Pharmaceuticals Pvt.Ltd.,Eutum (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,74.08,74.08
25,Intra Labs India Pvt Ltd,Izid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
26,Lanark Laboratories Pvt Ltd,Dimrik (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
27,Marc Laboratories Pvt. Ltd.,Cefdin (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
28,Global Medisciences Limited (Intraways),Seftaaz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
29,Zee Laboratories Ltd,Cefzy (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
30,Doff Biotech (P) Ltd.,Dofzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
31,Klokter Life Sciences,Klodim (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
32,Flora Biotech,Flozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
33,Orchid Chemicals & Pharmaceuticals Ltd.,Orzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
34,Excare Laboratories,Fasst (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,75,75
35,Health Biotech Pvt Ltd.,Amceft (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,76,76
36,Coral Pharmaceuticals,Ceftor (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,76,76
37,Mancure Drugs (P) Limited,Curetoz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,76,76
38,Biovista Lifesciences,Vizidime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,76,76
39,Lincoln Pharmaceuticals Ltd,Ceftalin (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,77.9,77.9
40,Mediwin Pharmaceuticals,Ceftawin (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,78,78
41,Apex Laboratories Limited,Spectrazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,78,78
42,Alna Biotech,Sahcef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,78,78
43,Active Healthcare,Ceftrac (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,79,79
44,Axyzen Life Sciences,Efdim (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,79,79
45,Oyster Labs Limited,Oxceft (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,79,79
46,Medoz Pharmaceuticals,Ceftoz (250 mg),Injection    ,1 vial,Ceftazidime-250 mg,1 vial,79,79
47,Hanuchem Laboratories,Hanuzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,80,80
48,Taurus Laboratories Pvt. Ltd.,Cefataur inj (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,80,80
49,Adison Laboratories,Zydim (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,80,80
50,Systacare Remedies,Betasys (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,80,80
51,Techyon Biotech (P) Limited,Taczid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,80,80
52,Acron Pharmaceuticals,Ceftime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,82,82
53,NK Pharma Industries,Nkcefta (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,82.5,82.5
54,Alpha Aromatic Pvt. Ltd.,Afzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,84,84
55,Emcure Pharmaceuticals Ltd.,C Zid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
56,Prohealth Vitamins (P) Ltd.,Procefta (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
57,Trends Pharma Pvt. Ltd.,Ceftastar (250 mg) (trends),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
58,Adon Pharmaceuticals,Adozid (250 mg),Injection    ,1 vial,Ceftazidime-250 mg,1 vial,85,85
59,Plus India,Cefzid (250 mg) (Plus India),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
60,Prohealth Vitamins (P) Ltd.,Inj Procefta (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
61,Health Guard (India) Pvt. Ltd.,Cefid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
62,Arika Healthcare,Aritaz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
63,Alkem Laboratories Ltd,Tazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
64,Ultimedix,Dipidime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
65,Chemo Drugs,Kemzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
66,Biochem Pharmaceutical Industrial Ltd,Cefazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
67,Vidar Lifesciences (Odin Healthcare Pvt.Ltd),Vidazime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
68,Vokin Biotech Pvt. Ltd.,Vocefta (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,85,85
69,Uniword Marketing (P) Ltd,Afta (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,86,86
70,Alwin Wilcare Pharmaceuticals,Yozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,86,86
71,Grace Drugs Pharmaceuticals,Gracef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,86.3,86.3
72,Globus Remedies Ltd,CEF G (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,89,89
73,Gravion Life Sciences,Gravzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,89,89
74,Modi Pharma (P) Ltd.,Modized (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,89.25,89.25
75,Soft Pharmaceuticals,Softazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
76,Intracin Pharmaceuticals Pvt. Ltd.,Cefot (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
77,Sanjeevani Bio-Tech (P) Ltd,Zid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
78,Nortech Remedies,N Ciz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
79,Mefro Pharmaceuticals Pvt Ltd,Ceftail (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
80,Nova Scotia,Novazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
81,Tyrant Pharma Pvt. Ltd.,Tyrazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
82,Dynamic Laboratories Pvt. Ltd.,Dyzid (250 mg),Injection    ,1 vial,Ceftazidime-250 mg,1 vial,90,90
83,3A Pharmaceuticals,3A Taz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
84,Emson Medichem Pvt. Ltd.,Emcef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
85,Roselabs Healthcare Pvt. Ltd.,Rozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
86,Safetech Formulation,Takzide (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
87,Cubit Healthcare,Ceftabit (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
88,Vatican Life Sciences Pvt Ltd,Fozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
89,Brooks Pharmaceuticals,Hydime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
90,True Care Pharmaceuticals,Truzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
91,Mefro Pharmaceuticals Pvt Ltd,Cefatil (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
92,Soft Pharmaceuticals,Trizid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
93,PRG Pharma Pvt. Ltd.,Cefta (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
94,Chandra Bhagat Pharma Pvt. Ltd.,Cefzidime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
95,Redson Labs Pvt Ltd,Ceftazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90,90
96,Nitin Pharmaceuticals Pvt Ltd,Neceft (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90.5,90.5
97,Agron Remedies Pvt Ltd (Agrogem),Ceftazidine (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,90.5,90.5
98,Welbe Life Sciences,Weltaz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,91,91
99,Jpee Drugs,Jefzy (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,92,92
100,Allenge India,Lazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,92,92
101,Apotex Lifesciences,Apodime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,92,92
102,Prem Pharmaceuticals Ltd.,Pizime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,93,93
103,Critical Care (VHB Life Science Inc.),Fotaran (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,94,94
104,Agron Remedies Pvt Ltd (Agrogem),Synadime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,94.12,94.12
105,Stellar Life Sciences,Sazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
106,Ind-Swift Limited,Cefzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
107,Syntonic (Sanify Healthcare Pvt Ltd),Vertacef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg ,1 Vial,95,95
108,Aust Ind Labs,Alzed (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
109,Exmed Healthcare,Ciftimed (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
110,Indoss Life Sciences (Oscar Remedies Pvt. Ltd),Inzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
111,Parex Phamaceuticals Pvt. Ltd.,Zidpar (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
112,Allure Remedies Pvt Ltd,Safe Z (200 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
113,Jeen Healthcare,Jedim (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
114,Cure Quick Remedies,Cefcure (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
115,Sanify Healthcare Pvt. Ltd.,Sanzif (250 mg),Injection    ,1 vial,Ceftazidime-250 mg,1 vial,95,95
116,Shawn & Co.,Awnazid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
117,Talson Pharmaceuticals,Tcef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
118,Sanative Remedies (Sanify Healthcare Pvt. Ltd.),Czidnate (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
119,Zencure Organics,Zydi (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
120,Godrams Lifeline,Raghuzime 250,Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
121,Oscar Remedies Pvt. Ltd.,Ozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
122,Biocin Genetics & Pharma,Mozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95,95
123,Lupin Laboratories Ltd.,Tizime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,95.62,95.62
124,Om Biotec,Jintum (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,97,97
125,Radicura Pharmaceutical Pvt. Ltd.,Novazidim (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,97.2,97.2
126,Ancalima Life Sciences Ltd.,Natadime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,98,98
127,Udik Pharmaceuticals Pvt. Ltd.,Zedim (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,98,98
128,Zydus Alidac (Zydus Cadila Healthcare Ltd),Zytaz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,98,98
129,EG Pharma (P) Ltd.,Cefpen (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,98,98
130,Axis Life Science Pvt Ltd,Axitaz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99,99
131,Forgo Pharmaceuticals (P) Ltd.,Fobidime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99,99
132,Aegle Healthcare,Aezid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99,99
133,Ikon Remedies Pvt. Ltd.,Magnazide (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99,99
134,Cadma (Admac Pharma Ltd.),Cadzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99.75,99.75
135,Admac Formulations,Azid Inj (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99.75,99.75
136,Lee Benz (Admac Pharma Ltd.),Manzid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99.75,99.75
137,Savoy Biotech,Sazid (250 mg) (Savoy Biotech),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99.8,99.8
138,Adley Formulation,Indozid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,99.8,99.8
139,Novus Life Sciences Pvt Ltd,Nefzid O (250 mg,Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,104,104
140,Sierra Pharmaceuticals Ltd.,Sezid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,106,106
141,BMW Pharmaco India Pvt Ltd,Zidden (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,107,107
142,Troikaa Pharmaceuticals Ltd.,Fortacef (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,109.5,109.5
143,East African (I) Remedies Pvt Ltd,Ceftavir (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,110,110
144,Osper Pharmaceutics Pvt. Ltd.,Oszid (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,110,110
145,Stellar Bio Labs,Fetiz (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,110,110
146,Eli Lilly and Company (India) Pvt Ltd,Zidime (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,111.85,111.85
147,Vindas Chemicals Industries (P) Ltd.,Ceftavin (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,120,120
148,Neon Laboratories Ltd,Cefwide (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,126,126
149,Glaxo Smithkline Pharmaceuticals Ltd.,Fortum (250 mg),Injection    ,1 Vial,Ceftazidime-250 mg,1 Vial,132.1,
