S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
29,Iscon Lifesciences,Efaroxe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.31,2.03
30,Nestor Pharmaceuticals Ltd,Nesdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.38,2.04
31,Icon Pharma & Surgicals Pvt. Ltd,Droxycon DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,40 Tablet,82,2.05
32,Kentreck Labs Pvt Ltd.,Cydroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.5,2.05
33,Bal Pharma Limited,Cefoxil-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.53,2.05
34,Intima (IPCA Laboratories Ltd),Pendrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.57,2.06
35,Hamax Pharmaceuticals,Drosafe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.57,2.06
36,Medicamen Biotech Ltd.,Ortos DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.58,2.06
37,Deys Medical Stores (Mfg) Ltd,Brotzu (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.58,2.06
38,Lupin Laboratories Ltd.,Odoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.6,2.06
39,Osho Pharma Pvt.Ltd.,Osodroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
40,Leben Laboratories Pvt. Ltd.,Cexil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
41,Sanjeevani Bio-Tech (P) Ltd,Lixy (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
42,UPS Healthcare,Droxup (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
43,Elite Pharma Pvt Ltd,Droxilite Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
44,Que Pharma Pvt.Ltd,Qcidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
45,Bal Pharma Limited,Cefoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
46,Active Healthcare,Actidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.2,2.12
47,Torrent Pharmaceuticals Ltd.,Droxyl Kid DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.3,2.13
48,Micro Nova Pharmaceuticals Ltd.,Bicef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.41,2.14
49,Comed Chemicals Pvt Ltd,Codroxil KT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.43,2.14
50,Biostrass Health Sciences,Rapidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
51,Stalwart Remedies Pvt. Ltd.,Aldrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
52,D.C.M. Laboratories,Cimdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
53,Rhombus Pharma Private Limited,Kidoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
54,Rhombus Pharma Private Limited,Kindoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
55,Silicon Pharma (Rhombus Pharma Pvt Ltd),Nefaxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
56,Aan Pharma Pvt Ltd,Droxan (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,24,2.4
57,Vostok & Wilcure Remedies,Wydrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,24.5,2.45
58,Rax Health Care Pvt. Ltd.,Raxdil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25,2.5
59,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25,2.5
60,Pharma Plus,Reoxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25.75,2.58
61,Mefro Pharmaceuticals Pvt Ltd,Acer (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,33,3.3
62,Times Drugs & Pharmaceuticals (P) Ltd.,C Droxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,33,3.3
63,Serve Pharmaceuticals,Faxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,331,3.31
64,Indu Drugs,Cefdil-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
65,Suzikem Drugs Pvt. Ltd.,Suzidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
66,Zorex Pharma Pvt. Ltd.,CDX (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
67,Beckcem Drugs International (P) Ltd,Kodrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34.5,3.45
68,Cipla Limited,Neodrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34.8,3.48
69,Om Biotec,Drosafe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35,3.5
70,Sarmain Pharmaceuticals,Maindrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,350,3.5
71,Ajanta Pharma Ltd.,Apdil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.32,3.53
72,Ind-Swift Limited,Swiceff DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.34,3.53
73,Wallace Pharmaceuticals Ltd.,Waladrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.4,3.54
74,Ajanta Pharma Ltd.,Kefdil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.41,3.54
75,Emcure Pharmaceuticals Ltd.,Qceph (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.42,3.54
76,Ochoa Laboratories (P) Ltd.,Ococef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.44,3.54
77,Intra Labs India Pvt Ltd,Caredrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
78,Wander Ltd,Cefcare DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
79,Ecocare,Svdox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
80,Cosme Healthcare (CFL Pharmaceuticals Ltd),Cosdrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.61,3.56
81,Gracure Pharmaceuticals Ltd.,CFD (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,40 Tablet,143.3,3.58
82,Nicholas Piramal India Ltd.,Modcef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.94,3.59
83,Trident Pharmaceuticals Pvt Ltd,RDX Kid Forte (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
84,Reddy Pharmaceuticals Ltd.,Cefdre-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
85,Varun Life Sciences Pvt. Ltd.,Cynoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
86,Reliance Formulation Pvt Ltd,Ridrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.2,3.62
87,DWD Pharmaceuticals Ltd.,Dax DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.22,3.62
88,Jarson Pharmaceuticals,Droxyla (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.65,3.67
89,Elfin Drugs Pvt. Ltd. (Elfin Pharma Pvt Ltd),Cudrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.9,3.69
90,Hamax Pharmaceuticals,Drocef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
91,Excare Laboratories,Exdrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
92,Royal Labs,Paxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
93,Macleods Pharmaceuticals Pvt Ltd.,Acudrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
94,Eden Healthcare,Edoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
95,Vision Medilink,Neoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,370,3.7
96,Litaka Pharmaceuticals Ltd,Kefexyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
97,Kwik Healthcare,Pandrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
98,Ikon Remedies Pvt. Ltd.,Cefwin-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
99,Zephyr Medicare Pvt. Ltd.,Droxif (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
100,Andic Lifescience Pvt. Ltd.,Cefadic (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
101,Blue Cross Laboratories Ltd.,Bludrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
102,Winsome Laboratories Ltd.,Hydrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
103,Redson Pharmaceuticals,Cefadil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
104,Natco Pharma Ltd,Cefdronat (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
105,Paradigm Healthcare,Cedar (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,370.8,3.71
106,Profic Organic Ltd.,Monodrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.2,3.72
107,Plethico Pharmaceuticals,Delcef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.39,3.74
108,Stallion Laboratories Pvt Ltd,Cedril (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.45,3.75
109,Medico Labs.,Bonaxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.45,3.75
110,Alkem Laboratories Ltd,RT Cef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.48,3.75
111,Woodrock Healthcare Pvt. Ltd.,Nitidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.5,3.75
112,Perk Pharmaceuticals Ltd.,Prodrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.5,3.75
113,Symbiosis Labs (P) Ltd.,Androxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.5,3.75
114,Shalman Pharmaceuticals Pvt. Ltd.,Shaldrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,375.2,3.75
115,Maneesh Healthcare (Maneesh Pharmaceuticals Ltd),Puredrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.55,3.76
116,Indoco Remedies Ltd,Vepan DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.59,3.76
117,Bergen (Alkem Laboratories Ltd),Cffoxid DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
118,Ind-Chemie Health Specialities Pvt Ltd.,Kefzen (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
119,Medley Pharmaceuticals Ltd.,Zoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
120,Hetero Healthcare Ltd.,Lydroxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
121,Zydus Cadila Healthcare Ltd,Eliminate (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
122,Rextar (Ranbaxy Laboratories Ltd),Kefloxin DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
123,Cipla Limited,Cefadur DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
124,Smilax Pharmaceuticals,De Bact (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.65,3.77
125,Hindustan Antibiotics Ltd.,Droxibid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,4 Tablet,15.06,3.77
126,Mapra Laboratories Pvt Ltd.,Mapradrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.68,3.77
127,Secure Healthcare Inc. India,Drosec DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
128,Cezane Remedies Private Limited,C Drox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
129,Zetek Pharmaceuticals Pvt. Ltd.,Ceftek DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
130,Tuttsan Pharma Pvt Ltd.,Cefaxer-Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
131,Vega Laboratories Pvt. Ltd.,Vedrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
132,B.L. Pharma Ltd.,Bacdroxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
133,Rhydburg Pharmaceuticals Ltd.,Recef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
134,Mars Life Sciences Ltd.,L C Drox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
135,Sain Medicaments Pvt. Ltd.,Seadrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
136,Dial Pharmaceuticals Pvt. Ltd.,Unic DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
137,Elegant Drugs Pvt. Ltd.,Efadrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
138,Alpha Health Care,Roxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
139,Obzone Pharmaceuticals Pvt. Ltd.,Obdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
140,Zedip Formulations,Zedri DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
141,Ortin Laboratories Ltd,Ardrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
142,Stadchem of India,Chemid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.3,3.83
143,Neiss Labs Pvt. Ltd.,Nisdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.35,3.84
144,Shreeyam Health Care,Vinoxyl Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.35,3.84
145,Shantam Pharmaceuticals Pvt. Ltd.,Hidroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,388,3.88
146,Admac Pharma Ltd.,Adrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.86,3.89
147,Lanark Laboratories Pvt Ltd,Cefzil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,20 Tablet,78,3.9
148,Biocin Healthcare,B Dril (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
149,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
150,Alkem Laboratories Ltd,Cefoxid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
151,Cadex Laboratories,Kedril DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
152,Wens Pharma Pvt Ltd,Bdroxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
153,Jubilant Pharmaceuticals Pvt. Ltd.,Droxicef Kid Tab (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
154,Tunic Healthcare,Droxytop (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
155,Prisma Healthcare,Prodoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
156,Maneesh Healthcare (Maneesh Pharmaceuticals Ltd),Megadrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
157,Medo Chem Lab (P) Ltd.,Merox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
158,Lancer Health Care Pvt. Ltd.,Faxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
159,Acichem Laboratories,Acidrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
160,Konark Biochem,Droxykon (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
161,Instant Remedies Private Limited,Okadrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
162,Ratchet Biotech Pvt. Ltd.,Racef LB (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
163,Citadel Aurobindo Biotech Ltd. (CABL),Cedrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
164,Quzen Biotek,Qucef Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,400,4
165,Apco Pharma Ltd.,Bidoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
166,Neuron Pharma Pvt. Ltd.,Nedrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
167,CFL Pharmaceuticals Ltd,Cetron-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,4 Tablet,16.26,4.07
168,Tosc International Pvt Ltd.,Cefatos-Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,200 Tablet,815,4.08
169,Pifer Pharmaceuticals Pvt Ltd,Pyceff DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
170,Affy Pharma Pvt. Ltd.,Affycef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
171,Sri Biotec & Pharmaceuticals,Sricef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
172,Norris Medicines Ltd.,Cefnor (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
173,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42.5,4.25
174,Kim Laboratories Pvt Ltd.,Kimdrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42.75,4.28
175,Scortis Labs (P) Ltd,Loxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42.8,4.28
176,Vostok & Wilcure Remedies,Wydrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,43,4.3
177,Vega Pharma,XIL (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,430,4.3
178,Aabtac Lifecare Pvt. Ltd.,Droxib (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,43,4.3
179,Tunic Healthcare,Droxytop Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,43,4.3
180,Pramukh Swami Pharma Ltd.,Pradrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,43,4.3
181,Hiral Labs Ltd.,Hidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,43,4.3
182,Biosmith Laboratories,Simdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,440,4.4
183,Banson Pharmaceuticals Pvt Ltd,Spidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,450,4.5
184,Wander Ltd,Cefacare DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,45,4.5
185,Zydus Cadila Healthcare Ltd,Droxycad (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,80 Tablet,364.2,4.55
186,Lan Pharmachem,Droxylan (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,460,4.6
187,Alicon Pharmaceuticals Pvt. Ltd.,Endroxil D (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,47,4.7
188,Stanford Biotech Pvt. Ltd,CD Stan (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,48,4.8
189,Zenon Healthcare,Enocef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,48.9,4.89
190,Novagen Pharmaceuticals,Novadrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,49,4.9
191,Cubit Healthcare,Droxbit DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,49,4.9
192,Sierra Pharmaceuticals Ltd.,Axis DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,49,4.9
193,Vivid Labs Pvt Ltd,Odur DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,49,4.9
194,Parenteral Drugs (India) Ltd.,PD Roxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,50,5
195,Synmedic Laboratories,Cedroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,50,5
