S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
55,Aarpik Pharmaceuticals Pvt. Ltd.,Maze (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,18,1.8
56,Paradigm Healthcare,Biocarb (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,100 Tablet,180,1.8
57,Konark Life Sciences,Antep XR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,18.5,1.85
58,Tas Med (I) Pvt. Ltd.,Epilep SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19,1.9
59,Pifer Pharmaceuticals Pvt Ltd,C Lep SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19,1.9
60,Pharmacia India Ltd,Acetol CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19,1.9
61,Elite Pharma Pvt Ltd,Megrelite CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19.2,1.92
62,Reliance Formulation Pvt Ltd,Mezaril SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19.21,1.92
63,Orchid Chemicals & Pharmaceuticals Ltd.,Salicarb SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19.22,1.92
64,Elikem Pharmaceuticals Pvt. Ltd.,Evic SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19.4,1.94
65,Pentacare (Alkem Laboratories Ltd),Zepcar CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,19.73,1.97
66,Jpee Drugs,Petol (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,64 Tablet,128,2
67,Cyril Pharmaceuticals,Tegtol CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20,2
68,Zeus Pharmaceuticals,Tegril CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20,2
69,Sykocure Lifesciences,Corgone (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20,2
70,Jeen Healthcare,Carba-J (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,200 Tablet,400,2
71,Talent Healthcare,Epilent SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,100 Tablet,202,2.02
72,Nexus Biotech,Carz (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20.26,2.03
73,Medisys Biotech Pvt. Ltd.,Carz-CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20.3,2.03
74,Lifecare Innovations Pvt. Ltd.,Zep CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20.51,2.05
75,Unicure (India) Pvt.Ltd.,Carbamazepine (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,20.62,2.06
76,Pharma Synth Formulations Ltd.,Epinova (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,21,2.1
77,Novartis Pharmaceuticals Ltd.,Tegrital CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,21.4,2.14
78,Cadila Healthcare (Zydus Cadila Healthcare Ltd),Carbadac (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,6 Tablet,13,2.17
79,Alidac Genetics & Pharmaceuticals,Carbdac (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,6 Tablet,13,2.17
80,Aarpik Pharmaceuticals Pvt. Ltd.,Maze SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,22.4,2.24
81,Axis Life Science Pvt Ltd,Carmez-CR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,100 Tablet,225,2.25
82,Ind-Swift Limited,Swiztol (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,22.5,2.25
83,Sykocure Lifesciences,Corgone SR (200 mg),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,23,2.3
84,Low Cost Standard Therapeutics (LOCOST),Carbamazepine (200 mg) (LOCOST),Tablet    ,1 Tablet,Carbamazepine-200 mg,10 Tablet,24,2.4
