S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
33,Scott-Edil Pharmacia Ltd.,Coxil DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,37,3.7
34,Elite Pharma Pvt Ltd,Droxilite (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,37,3.7
35,Osho Pharma Pvt.Ltd.,Osodroxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,37,3.7
36,D.C.M. Laboratories,Cimdrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,37.9,3.79
37,Stalwart Remedies Pvt. Ltd.,Aldrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,38,3.8
38,Elikem Pharmaceuticals Pvt. Ltd.,Trenax (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,38,3.8
39,Intas Laboratories Pvt Ltd,Pendrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,38.18,3.82
40,Comed Chemicals Pvt Ltd,Codroxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,38.19,3.82
41,Sansill Drugs Pvt Ltd,Fodril (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,38.3,3.83
42,Leben Laboratories Pvt. Ltd.,Cexil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,39,3.9
43,FDC Limited,Zadro (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,40,4
44,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,40,4
45,Aan Pharma Pvt Ltd,Droxan (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,42,4.2
46,Torrent Pharmaceuticals Ltd.,Droxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,43.3,4.33
47,Lupin Laboratories Ltd.,Odoxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,43.5,4.35
48,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox tab (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,43.5,4.35
49,Cipla Limited,Cefadur Tab (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,44.5,4.45
50,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,45,4.5
51,Rhombus Pharma Private Limited,Kidoxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,470,4.7
52,Silicon Pharma (Rhombus Pharma Pvt Ltd),Nefaxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,470,4.7
53,Pharma Plus,Reoxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,47.75,4.78
54,Rax Health Care Pvt. Ltd.,Raxdil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,49,4.9
55,Elfin Drugs Pvt. Ltd. (Elfin Pharma Pvt Ltd),Cudrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,49.9,4.99
56,Elfin Drugs Pvt. Ltd. (Elfin Pharma Pvt Ltd),Codrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,499,4.99
57,Lenit Pharmaceuticals,Inorox DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,50,5
58,Wallace Pharmaceuticals Ltd.,Waladrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,56.6,5.66
59,Yash Pharma Laboratories Limited,Ceftic-DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,60.95,6.1
60,Mefro Pharmaceuticals Pvt Ltd,Acer (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,62.8,6.28
61,Times Drugs & Pharmaceuticals (P) Ltd.,C Droxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,63,6.3
62,Biostrass Health Sciences,Rapidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,6 Tablet,37.95,6.33
63,Banson Pharmaceuticals Pvt Ltd,Spidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,650,6.5
64,Alicon Pharmaceuticals Pvt. Ltd.,Endroxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,65,6.5
65,Luzan Pharma,Loxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,65,6.5
66,Cipla Limited,Neodrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,65.24,6.52
67,Beckcem Drugs International (P) Ltd,Kodrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,66,6.6
68,Ajanta Pharma Ltd.,Apdil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,66.48,6.65
69,Zydus Cadila Healthcare Ltd,Droxycad (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,665,6.65
70,Sarmain Pharmaceuticals,Maindrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,665,6.65
71,CFL Pharmaceuticals Ltd,Cetron-DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,26.63,6.66
72,Ajanta Pharma Ltd.,Kefdil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,66.62,6.66
73,Emcure Pharmaceuticals Ltd.,Qceph (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,66.73,6.67
74,Varun Life Sciences Pvt. Ltd.,Cynoxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,67,6.7
75,Ochoa Laboratories (P) Ltd.,Ococef DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,6 Tablet,40.22,6.7
76,Ecocare,Svdox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,67.5,6.75
77,DWD Pharmaceuticals Ltd.,Dax (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,6 Tablet,40.77,6.8
78,Reddy Pharmaceuticals Ltd.,Cefdre (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,68,6.8
79,Reliance Formulation Pvt Ltd,Ridrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,27.3,6.83
80,Jarson Pharmaceuticals,Droxyla (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,69.12,6.91
81,Vision Medilink,Neoxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,695,6.95
82,Brussels Laboratories Pvt. Ltd.,Bidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,695,6.95
83,Malar Healthcare,Maldrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,69.8,6.98
84,Atoz Pharmaceuticals (Zota Healthcare Pvt Ltd),Atdrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,69.9,6.99
85,Andic Lifescience Pvt. Ltd.,Cefadic (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
86,Natco Pharma Ltd,Cefdronat (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
87,Vista Healthcare,Petdrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
88,Zota Pharmaceuticals (Zota Healthcare Pvt Ltd),Zidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
89,Excare Laboratories,Exdrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
90,Malody Healthcare Ltd.,Malodrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
91,Ind-Swift Limited,Swiceff (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
92,Perk Pharmaceuticals Ltd.,Prodrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
93,Royal Labs,Paxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
94,Zedip Formulations,Zedri (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70,7
95,Profic Organic Ltd.,Monodrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.1,7.01
96,Cosme Healthcare (CFL Pharmaceuticals Ltd),Cosdrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.2,7.02
97,Stallion Laboratories Pvt Ltd,Cedril (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.25,7.03
98,Redson Pharmaceuticals,Cefadil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.4,7.04
99,Artel Laboratories,Efexil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.5,7.05
100,Woodrock Healthcare Pvt. Ltd.,Nitidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,28.2,7.05
101,Medico Labs.,Bonaxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.6,7.06
102,Smilax Pharmaceuticals,De Bact (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.62,7.06
103,Mapra Laboratories Pvt Ltd.,Mapradrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.7,7.07
104,Shalman Pharmaceuticals Pvt. Ltd.,Shaldrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,707.3,7.07
105,Maneesh Healthcare (Maneesh Pharmaceuticals Ltd),Puredrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,70.8,7.08
106,Patson Laboratories Pvt.Ltd.,Cefar tab (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,28.35,7.09
107,Hindustan Antibiotics Ltd.,Droxibid (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,28.38,7.1
108,Medley Pharmaceuticals Ltd.,Zoxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,6 Tablet,42.57,7.1
109,Zetek Pharmaceuticals Pvt. Ltd.,Ceftek (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,71,7.1
110,Ikon Remedies Pvt. Ltd.,Cefwin-DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,71,7.1
111,Sain Medicaments Pvt. Ltd.,Seadrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,71,7.1
112,Rhydburg Pharmaceuticals Ltd.,Recef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,71,7.1
113,Hamax Pharmaceuticals,Drocef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,60 Tablet,426,7.1
114,Osper Pharmaceutics Pvt. Ltd.,Omidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,71,7.1
115,Konark Biochem,Droxykon (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,71.5,7.15
116,Symbiosis Labs (P) Ltd.,Androxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,72,7.2
117,Paradigm Healthcare,Cedar (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,720,7.2
118,Chemo Biological,XYL 500 (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,72.5,7.25
119,Admac Pharma Ltd.,Adrox DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,72.9,7.29
120,Intra Labs India Pvt Ltd,Caredrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,72.9,7.29
121,Ortin Laboratories Ltd,Ardox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,72.9,7.29
122,Neiss Labs Pvt. Ltd.,Nisdrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,72.9,7.29
123,Metrix Healthcare Pvt Ltd.,Droxymet (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
124,Lancer Health Care Pvt. Ltd.,Faxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
125,Shreeyam Health Care,Vinoxyl Kid (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
126,Mars Life Sciences Ltd.,L C Drox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
127,Elegant Drugs Pvt. Ltd.,Efadrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
128,Dial Pharmaceuticals Pvt. Ltd.,Unic (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
129,Tuttsan Pharma Pvt Ltd.,Cefaxer-Kid (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
130,Ortin Laboratories Ltd,Ardrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73,7.3
131,Biocare Remedies,Roxil Forte (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73.5,7.35
132,Safe Pharmaceuticals,Penoxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,73.75,7.38
133,Tunic Healthcare,Droxytop (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,74,7.4
134,Neuron Pharma Pvt. Ltd.,Nedrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,75,7.5
135,Secure Healthcare Inc. India,Drosec (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,75,7.5
136,Lanark Laboratories Pvt Ltd,Cefzil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,75,7.5
137,Alpha Health Care,Roxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,75,7.5
138,Alkem Laboratories Ltd,RT Cef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,6 Tablet,45.58,7.6
139,Maneesh Healthcare (Maneesh Pharmaceuticals Ltd),Megadrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,76,7.6
140,Quzen Biotek,Qucef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,760,7.6
141,Aabtac Lifecare Pvt. Ltd.,Droxib (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,77,7.7
142,Biocin Healthcare,B Dril (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,78,7.8
143,Alkem Laboratories Ltd,Cefoxid (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,78,7.8
144,B.L. Pharma Ltd.,Bacdroxyl (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,78,7.8
145,Instant Remedies Private Limited,Okadrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,78,7.8
146,Cadex Laboratories,Kedril (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,78,7.8
147,Acron Laboratories Pvt. Ltd.,Zedoxil LB (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,79,7.9
148,Affy Pharma Pvt. Ltd.,Affycef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,79,7.9
149,Jubilant Pharmaceuticals Pvt. Ltd.,Droxicef Kid Tab (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,79,7.9
150,Wens Pharma Pvt Ltd,Bdroxil DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,79,7.9
151,Norris Medicines Ltd.,Cefnor (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,79,7.9
152,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,79.9,7.99
153,Sri Biotec & Pharmaceuticals,Sricef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,80,8
154,Vostok & Wilcure Remedies,Wydrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,80,8
155,Stanford Biotech Pvt. Ltd,CD Stan (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,80,8
156,Citadel Aurobindo Biotech Ltd. (CABL),Cedrox (500 mg) (CABL),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,80,8
157,Pifer Pharmaceuticals Pvt Ltd,Pyceff DT (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,80,8
158,Park Pharmaceuticals,Cefacur (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,50 Tablet,405,8.1
159,Vega Pharma,Xil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,840,8.4
160,Medi Rose,Syndrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,85,8.5
161,Medizone,Ceroxil (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,85,8.5
162,Vivid Labs Pvt Ltd,Odur (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,89,8.9
163,Novagen Pharmaceuticals,Novadrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,90,9
164,Pharmatech Healthcare,Droxitech (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,90,9
165,Invartis Pharmaceutical Ltd.,Monar (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,90,9
166,Standard Therapeutic Laboratories Pvt. Ltd.,Droxystan (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,91,9.1
167,Pans Laboratories,Fax 5 (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,98.16,9.82
168,Maitri Healthcare Pvt. Ltd.,Maitridrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,100 Tablet,990,9.9
169,Lincoln Pharmaceuticals Ltd,Safedrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,101,10.1
170,Micro Labs Ltd,Bicef (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,101.22,10.12
171,Osmed Formulations (P) Ltd.,Droma (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,105,10.5
172,Mexon Healthcare Ltd.,Cexon (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,105,10.5
173,Biocin Genetics & Pharma,Jyodox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,105,10.5
174,Symet Labs. Pvt. Ltd,Sydrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,107,10.7
175,East West Pharma,Cedrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,115,11.5
176,Ind-Chemie Health Specialities Pvt Ltd.,Kefzen (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,130,13
177,UPS Healthcare,Droxup (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,146,14.6
178,Que Pharma Pvt.Ltd,Qcidrox (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,10 Tablet,146,14.6
179,Macleods Pharmaceuticals Pvt Ltd.,Acudrox FC (500 mg),Tablet    ,1 Tablet,Cefadroxil-500 mg,4 Tablet,70.9,17.73
180,Neon Laboratories Ltd,Cidaxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,10.48,1.05
181,Eastern Drug,Moxydox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,12,1.2
182,Aglowmed Ltd,Gigacef (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,20.44,3.41
183,Taurus Laboratories Pvt. Ltd.,Cefataur (500 mg) (cefadroxil),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,35.1,3.51
184,Croslands (Ranbaxy Laboratories Ltd,Kefloxin (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,35.58,3.56
185,Nestor Pharmaceuticals Ltd,Nesdrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,14.3,3.58
186,Finesse Pharmaceuticals,Drofi (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,36,3.6
187,Casca Remedies Pvt Ltd.,Soloril (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,63.7,6.37
188,Cadila Pharmaceuticals Ltd.,Vistadrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,64,6.4
189,Indu Drugs,Cefdil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,64,6.4
190,Cyper Drugs & Pharmaceuticals (P) Ltd.,Cedrox cap (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,65,6.5
191,Sumac Pharma Pvt. Ltd.,Maxyl (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,65,6.5
192,Hetero Healthcare Ltd.,Lydroxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,27.45,6.86
193,Deccan Healthcare Ltd.,Deccadroxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,69,6.9
194,Emcure Pharmaceuticals Ltd.,Qceph Cap (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,69.49,6.95
195,Nicholas Piramal India Ltd.,Modcef (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,27.86,6.97
196,Hamax Pharmaceuticals,Cefadroxina (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,69.7,6.97
197,IRM Pharma (Cadila Pharmaceuticals Ltd.),Lactocef (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,28.38,7.1
